submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-24,WI,1763632,0,14880,0,25413,5790716,0.0,0.004388576473099354
2022-07-24,WV,548777,0,7121,0,11334,1817305,0.0,0.006236707652265305
2022-07-24,WY,168678,0,1850,0,3059,581024,0.0,0.005264842760367902
2022-07-23,AK,269068,0,1275,0,4831,737068,0.0,0.006554347767098829
2022-07-23,AL,1412255,1752,19888,0,34155,4876250,0.0003592924891053576,0.007004357856959754
2022-07-23,AR,894975,970,11673,7,18325,2999370,0.00032340124759532837,0.006109616352767414
2022-07-23,AZ,2179180,0,30698,0,33415,7050299,0.0,0.004739515302826164
2022-07-23,CA,10564928,0,92469,0,298702,39283497,0.0,0.007603752792171226
2022-07-23,CO,1585932,0,12938,0,22688,5610349,0.0,0.004043955197796073
2022-07-23,CT,848089,834,11093,0,10820,3575074,0.000233281884514838,0.0030265107799167233
2022-07-23,DC,161415,0,1363,0,2867,692683,0.0,0.004138978436023405
2022-07-23,DE,291619,0,3021,0,4541,957248,0.0,0.004743807247442669
2022-07-23,FL,6735720,8348,77285,2,153205,20901636,0.00039939457370705335,0.0073298090159066975
2022-07-23,GA,2721391,0,38933,0,53834,10403847,0.0,0.005174432111506445
2022-07-23,HI,313805,0,1536,0,8457,1422094,0.0,0.005946864271982021
2022-07-23,IA,813148,0,9759,0,10693,3139508,0.0,0.003405947683522386
2022-07-23,ID,475344,0,5017,0,7574,1717750,0.0,0.004409256294571387
2022-07-23,IL,3528282,0,38812,0,65334,12770631,0.0,0.0051159570736951055
2022-07-23,IN,1813158,0,24061,0,26099,6665703,0.0,0.003915415973378952
2022-07-23,KS,827301,0,8966,0,14972,2910652,0.0,0.005143864673619519
2022-07-23,KY,1447617,0,16339,0,27021,4449052,0.0,0.0060734286764910815
2022-07-23,LA,1274031,0,17516,0,28943,4664362,0.0,0.006205135879247794
2022-07-23,MA,1955844,0,21127,0,19397,6850553,0.0,0.002831450249344834
2022-07-23,MD,1169781,0,14919,0,22419,6018848,0.0,0.0037247991642254466
2022-07-23,ME,274514,0,2465,0,2916,1335492,0.0,0.002183464970213225
2022-07-23,MI,2652659,0,37291,0,33126,9965265,0.0,0.0033241464225988973
